old.acc	run	biosample	taxid	size	isolation	geolocation	coords	phylum	order	family	genus	species	habitat	laboratory	libstrat	libsource	assembly_suyo	bases
SRS626891	SRR1329248	SRS626891	313391	3.5341796875	NA	NA	NA	Arthropoda	Araneae	Agelenidae	Agelenopsis	Agelenopsis pennsylvanica	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	TRUE	6704867100
SRS2508091	SRR6028673	SRS2508091	402984	1.740234375	Calaveras Reservoir, CA	USA: California, Calaveras Reservoir	NA	Arthropoda	Araneae	Antrodiaetidae	Aliatypus	Aliatypus californicus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3047831500
SRS2508090	SRR6028672	SRS2508090	322457	2.7568359375	Pine Flat Reservoir, CA	USA: California, Pine Flat Reservoir	NA	Arthropoda	Araneae	Antrodiaetidae	Aliatypus	Aliatypus janus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4439236400
SRS2508092	SRR6028671	SRS2508092	1094238	2.9140625	Castaic, CA	USA: California, Castaic	NA	Arthropoda	Araneae	Antrodiaetidae	Aliatypus	Aliatypus thompsoni	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4688021800
SRS3165245	SRR6997626	SRS3165245	1839935	3.39453125	NA	Uruguay	NA	Arthropoda	Araneae	Lycosidae	Allocosa	Allocosa alticeps	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7598616000
SRS2795229	SRR6425911	SRS2795229	2066921	2.8427734375	NA	China: Yunnan	NA	Arthropoda	Araneae	Ochyroceratidae	Althepus	Althepus christae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9023519400
SRS3165247	SRR6997628	SRS3165247	2081605	1.9189453125	NA	New Zealand	NA	Arthropoda	Araneae	Amphinectidae	Amphinecta	Amphinecta sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4270444800
SRS5623109	SRR10414003	SRS5623109	1794818	1.5263671875	NA	USA: Georgia, Cave Spring	NA	Arthropoda	Araneae	Ctenidae	Anahita	Anahita punctulata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4612170000
SRS7406291	SRR12687659	SRS7406291	2773965	5.2109375	whole body	Chile	NA	Arthropoda	Araneae	Anapidae		Anapidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10093806600
SRS7406313	SRR12687637	SRS7406313	2773967	2.392578125	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Anapidae	Anapis	Anapis sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4689743100
SRS7406324	SRR12687626	SRS7406324	2654341	7.0009765625	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Anapidae	Anapisona	Anapisona hamigera	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13775507400
SRS7406335	SRR12687615	SRS7406335	2773968	4.4814453125	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Symphytognathidae	Anapistula	Anapistula sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9026807899
SRS4999057	SRR9331985	SRS4999057	2589051	4.12109375	NA	USA:California	NA	Arthropoda	Pseudoscorpiones	Garypidae	Anchigarypus	Anchigarypus californicus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6714046528
SRS796149	SRR1724216	SRS796149	6858	2.5810546875	not applicable	not applicable	NA	Arthropoda	Scorpiones	Buthidae	Androctonus	Androctonus australis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4508405100
SRS3165246	SRR12687611	SRS3165246	233458	3.958984375	whole body	Brazil	NA	Arthropoda	Araneae	Theridiidae	Anelosimus	Anelosimus eximius	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8080685498
SRS660133	SRR1514897	SRS660133	224616	1.958984375	NA	USA: near Hendersonville, Transylvania Co, NC	35.2192 N 82.7794 W	Arthropoda	Araneae	Antrodiaetidae	Antrodiaetus	Antrodiaetus unicolor	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3262423900
SRS3165248	SRR6997629	SRS3165248	2080944	1.7431640625	whole body	Australia	NA	Arthropoda	Araneae	Gnaphosidae	Anzacia	Anzacia sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3765835800
SRS5035019	SRR9611066	SRS5035019	526530	6.80859375	forest leaf litter	New Zealand: Slab Hut Creek conservation campsite, Reefton	42.15621 S 171.79275 E	Arthropoda	Opiliones	Pettalidae	Aoraki	Aoraki denticulata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13926409500
SRS1924401	SRR5181387	SRS1924401	526534	2.548828125	whole body	New Zealand	NA	Arthropoda	Opiliones	Pettalidae	Aoraki	Aoraki longitarsa	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4871810400
SRS7406340	SRR12687609	SRS7406340	2773970	7.314453125	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Thomisidae	Aphantochilus	Aphantochilus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	14412531300
SRS8169830	SRR13605915	SRS8169830	231250	2.423828125	Burrows of adult females	USA: Commanche National Grasslands near La Junta, Colorado	37.78720711 N 103.57732062 W	Arthropoda	Araneae	Theraphosidae	Aphonopelma	Aphonopelma hentzi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7431805836
SRS660105	SRR1514871	SRS660105	1355997	2.3076171875	NA	USA: East of Plymouth, Amador Co, CA	38.47597 N 120.82309 W	Arthropoda	Araneae	Theraphosidae	Aphonopelma	Aphonopelma iviei	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3632621000
SRS5552084	SRR10321107	SRS5552084	1284178	1.783203125	spider	USA: California	NA	Arthropoda	Araneae	Euctenizidae	Aptostichus	Aptostichus angelinajolieae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3088073900
SRS5552085	SRR10321106	SRS5552085	1284285	1.5029296875	spider	USA: California	NA	Arthropoda	Araneae	Euctenizidae	Aptostichus	Aptostichus barackobamai	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4657284960
SRS5552086	SRR10321105	SRS5552086	159722	1.74609375	spider	USA: California	NA	Arthropoda	Araneae	Euctenizidae	Aptostichus	Aptostichus simus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5072176200
SRS5552088	SRR10321103	SRS5552088	1284181	2.265625	spider	USA: California	NA	Arthropoda	Araneae	Euctenizidae	Aptostichus	Aptostichus stanfordianus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6719920600
SRS660108	SRR1514874	SRS660108	1284180	1.833984375	NA	USA: Marina Dunes State Park, Monterey Co, CA	36.7035 N 121.8068 W	Arthropoda	Araneae	Euctenizidae	Aptostichus	Aptostichus stephencolberti	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3090499000
SRS3145412	SRR6967876	SRS3145412	1315038	2.5087890625	whole body	Australia	NA	Arthropoda	Araneae	Araneidae	Araneus	Araneus dimidiatus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5448711300
DRS100201	DRR129311	DRS100201	2175613	2.6640625	NA	NA	NA	Arthropoda	Araneae	Araneidae	Araneus	Araneus seminiger	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5463044103
DRS100203	DRR129313	DRS100203	182803	2.802734375	NA	NA	NA	Arthropoda	Araneae	Araneidae	Araneus	Araneus ventricosus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5974899745
SRS7406292	SRR12687658	SRS7406292	2773972	5.2744140625	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Pisauridae	Architis	Architis tenuis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10617228000
DRS100198	DRR129308	DRS100198	332528	2.7626953125	NA	NA	NA	Arthropoda	Araneae	Araneidae	Argiope	Argiope aemula	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5638979238
SRS1446638	SRR3545621	SRS1446638	233271	5.6357421875	Dissected from a single female	USA:Encinitas, CA	NA	Arthropoda	Araneae	Araneidae	Argiope	Argiope argentata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12248254000
SRS3415673	SRR7310648	SRS3415673	156844	1.1201171875	abdomen	USA: Maryland	NA	Arthropoda	Araneae	Araneidae	Argiope	Argiope aurantia	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3315141468
SRS6723917	SRR11861503	SRS6723917	94029	5.33203125	natural	Germany: Schleswig Holstein, Ascheberg	54.13 N 10.32 E	Arthropoda	Araneae	Araneidae	Argiope	Argiope bruennichi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8842938244
SRS3145410	SRR6967877	SRS3145410	2115792	2.03125	whole body	Australia	NA	Arthropoda	Araneae	Araneidae	Argiope	Argiope sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4298693400
SRS3415665	SRR7310657	SRS3415665	156845	1.1123046875	abdomen	USA: Maryland	NA	Arthropoda	Araneae	Araneidae	Argiope	Argiope trifasciata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3286042167
SRS7628371	SRR12959052	SRS7628371	375087	2.0146484375	NA	Belgium:Neerpelt	NA	Arthropoda	Araneae	Dictynidae	Argyroneta	Argyroneta aquatica	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4669259516
SRS7406293	SRR12687657	SRS7406293	1498299	2.80859375	whole body	Chile	NA	Arthropoda	Araneae	Segestriidae	Ariadna	Ariadna maxima	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5479463700
SRS7406341	SRR12687608	SRS7406341	2773971	3.669921875	whole body	Australia	NA	Arthropoda	Araneae	Theridiidae	Ariamnes	Ariamnes colubrinus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7896540600
SRS3165358	SRR6997752	SRS3165358	2080899	2.244140625	whole body	Australia	NA	Arthropoda	Araneae	Araneidae	Arkys	Arkys sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5414105400
SRS2795212	SRR6425921	SRS2795212	2066924	3.1083984375	NA	China: Yunnan	NA	Arthropoda	Araneae	Atypidae	Atypus	Atypus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6783439250
SRS3165360	SRR6997751	SRS3165360	2080900	4.1259765625	whole body	Australia	NA	Arthropoda	Araneae	Mimetidae	Australomimetus	Australomimetus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8598283800
SRS3165361	SRR6997750	SRS3165361	2080946	2.85546875	whole body	Australia	NA	Arthropoda	Araneae	Archaeidae	Austrarchaea	Austrarchaea sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6049976400
SRS3165359	SRR6997749	SRS3165359	1956286	2.376953125	whole body	Chile	NA	Arthropoda	Araneae	Austrochilidae	Austrochilus	Austrochilus forsteri	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5220297600
SRS5035017	SRR9611068	SRS5035017	1604399	2.1640625	forest leaf litter	Australia: Queensland, Mapleton National Park	26.55778 S 152.8661 E	Arthropoda	Opiliones	Pettalidae	Austropurcellia	Austropurcellia acuta	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4701548100
SRS5035022	SRR9611063	SRS5035022	1604402	8.51953125	forest leaf litter	Australia: Queensland, Paluma, H-track	19.01176 S 146.20552 E	Arthropoda	Opiliones	Pettalidae	Austropurcellia	Austropurcellia clousei	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	18136966200
SRS5035021	SRR9611064	SRS5035021	1224683	11.634765625	forest leaf litter	Australia: Queensland, Nandroya Trails	17.59547 S 145.75577 E	Arthropoda	Opiliones	Pettalidae	Austropurcellia	Austropurcellia despectata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	25014133800
SRS7406342	SRR12687607	SRS7406342	473128	6.5302734375	whole body	USA	NA	Arthropoda	Araneae	Tetragnathidae	Azilia	Azilia guatemalensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11934224100
SRS3165363	SRR6997748	SRS3165363	2080948	1.974609375	whole body	Australia	NA	Arthropoda	Araneae	Theridiosomatidae	Baalzebub	Baalzebub sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4204316700
SRS1274775	SRR3144073	SRS1274775	389029	1.580078125	not applicable	USA: Balboa Park, San Diego Co, CA	38.2247 N 122.6264 W	Arthropoda	Araneae	Desidae	Badumna	Badumna longinqua	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3620314280
SRS796255	SRR1721953	SRS796255	61904	1.8212890625	not applicable	France: Pyrenees	NA	Arthropoda	Scorpiones	Chactidae	Belisarius	Belisarius xambeui	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3170377200
SRS2830744	SRR6467511	SRS2830744	2070746	3.5009765625	NA	Not applicable	NA	Arthropoda	Scorpiones	Bothriuridae	Bothriurus	Bothriurus coriaceus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6986930100
SRS1928043	SRR5185916	SRS1928043	2267481	3.9814453125	whole body	Brazil	NA	Arthropoda	Opiliones	Neogoveidae	Brasiliogovea	Brasiliogovea microphaga	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6490061700
SRS4662552	SRR8944285	SRS4662552	2571182	2.4482421875	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Bumba	Bumba cabocla	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6669435900
SRS3165362	SRR6997747	SRS3165362	2080862	2.822265625	whole body	Brazil	NA	Arthropoda	Araneae		Caayguara	Caayguara ybytyriguara	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5384309400
SRS3527098	SRR7499251	SRS3527098	1538125	4.490234375	reared from eggsac collected in Andasibe-Mantadia National Park forest	Madagascar: Andasibe-Mantadia National Park, Toamasina Province	NA	Arthropoda	Araneae	Araneidae	Caerostris	Caerostris darwini	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6927822520
SRS1302607	SRR3180598	SRS1302607	1798762	1.244140625	wild caught	USA: California, Topanga Canyon	NA	Arthropoda	Opiliones	Phalangodidae	Calicina	Calicina topanga	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3093293600
SRS1274786	SRR3144085	SRS1274786	1794819	3.6572265625	not applicable	USA: Mount Diablo State Park, Contra Co, CA	37.8745 N 121.9616 W	Arthropoda	Araneae	Leptonetidae	Calileptoneta	Calileptoneta californica	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5980621200
SRS660109	SRR1514875	SRS660109	394809	1.8095703125	NA	USA: Jasper Ridge, San Mateo Co, CA	37.4132 N 122.2050 W	Arthropoda	Araneae	Nemesiidae	Calisoga	Calisoga longitarsis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3077371500
SRS1274783	SRR3144088	SRS1274783	1794823	2.5029296875	not applicable	USA: Muir Woods, Marin Co, CA	37.8922 N 122.5717 W	Arthropoda	Araneae	Amaurobiidae	Callobius	Callobius sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5772882060
SRS1274782	SRR3144089	SRS1274782	1794822	3.65234375	not applicable	USA: Russian Ridge Open Space Park, San Mateo Co, CA	37.3149 N 122.1872 W	Arthropoda	Araneae	Caponiidae	Calponia	Calponia harrisonfordi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5992178100
SRS1274781	SRR3144091	SRS1274781	1794820	1.8671875	not applicable	USA: Petaluma, Sonoma Co, CA	38.2247 N 122.6264 W	Arthropoda	Araneae	Hahniidae	Calymmaria	Calymmaria persica	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4242950140
SRS3165364	SRR6997746	SRS3165364	2080901	2.9912109375	whole body	USA	NA	Arthropoda	Araneae	Hahniidae	Calymmaria	Calymmaria sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5489319900
SRS3165365	SRR6997745	SRS3165365	2080902	1.9921875	whole body	New Zealand	NA	Arthropoda	Araneae	Stiphidiidae	Cambridgea	Cambridgea sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4459687800
SRS7406294	SRR12687656	SRS7406294	2773975	3.8388671875	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Caponiidae		Caponiidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7608003900
SRS4756494	SRR9053016	SRS4756494	1158125	2.0732421875	NA	Chile:Coquimbo, Totoralillo	30.06 S 71.36 W	Arthropoda	Scorpiones	Caraboctonidae	Caraboctonus	Caraboctonus keyserlingi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3838026664
SRS4662559	SRR8944278	SRS4662559	2571183	1.765625	Lab reared	Germany	NA	Arthropoda	Araneae	Theraphosidae	Caribena	Caribena laeta	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4315887217
SRS4662555	SRR8944282	SRS4662555	2053167	3.140625	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Caribena	Caribena versicolor	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8430640500
SRS4662549	SRR8944288	SRS4662549	2571184	2.736328125	Lab reared	Poland	NA	Arthropoda	Araneae	Theraphosidae	Catumiri	Catumiri sp.	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7555440000
SRS2517275	SRR6041835	SRS2517275	88313	2.9873046875	not applicable	USA: Florida, Wakulla County	NA	Arthropoda	Scorpiones	Buthidae	Centruroides	Centruroides hentzi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6009786000
ERS3379102	ERR3289195	ERS3379102	6876	2.6708984375	NA	NA	NA	Arthropoda	Scorpiones	Buthidae	Centruroides	Centruroides limpidus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5524503984
SRS2451691	SRR5958548	SRS2451691	218467	5.287109375	Laboratory	USA	NA	Arthropoda	Scorpiones	Buthidae	Centruroides	Centruroides sculpturatus	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	15271183500
SRS6765202	SRR11917465	SRS6765202	120091	2.3623046875	NA	USA:Arkansas,Pope county	35.52608 N 93.141817 W	Arthropoda	Scorpiones	Buthidae	Centruroides	Centruroides vittatus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3457524192
SRS3165368	SRR6997742	SRS3165368	1881889	2.3095703125	whole body	Spain	NA	Arthropoda	Araneae	Synaphridae	Cepheia	Cepheia longiseta	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4098138000
SRS2829844	SRR6466561	SRS2829844	2070745	2.8466796875	NA	Australia	21.13 S 148.49 E	Arthropoda	Scorpiones	Bothriuridae	Cercophonius	Cercophonius queenslandae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5646420000
SRS2833240	SRR6470146	SRS2833240	1330404	4.42578125	NA	Australia	42.6983 S 147.3261 E	Arthropoda	Scorpiones	Bothriuridae	Cercophonius	Cercophonius squama	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8641109100
SRS2833497	SRR6470446	SRS2833497	1711974	3.791015625	NA	Australia	34.4775 S 116.05028 E	Arthropoda	Scorpiones	Bothriuridae	Cercophonius	Cercophonius sulcatus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7619977200
SRS1966958	SRR5241476	SRS1966958	1955535	3.6962890625	whole animal	Mexico	NA	Arthropoda	Opiliones	Stygnopsidae	Chapulobunus	Chapulobunus unispinosus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7859990100
SRS4999034	SRR9332008	SRS4999034	2590506	4.0673828125	NA	USA: New York, E.N. Huyck Preserve	NA	Arthropoda	Pseudoscorpiones	Cheiridiidae		Cheiridiidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7876070700
SRS4099052	SRR8270058	SRS4099052	1453324	1.5869140625	hay loft	Germany: North Rhine-Westphalia	NA	Arthropoda	Pseudoscorpiones	Cheliferidae	Chelifer	Chelifer cancroides	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4473587365
SRS4999035	SRR9332007	SRS4999035	2590507	6.0830078125	NA	USA: Texas, Travis Co., AUSTIN, PEASE PARK, Shoal Creek at Pease Park	NA	Arthropoda	Pseudoscorpiones	Cheliferidae		Cheliferidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10874517000
SRS4999042	SRR9332000	SRS4999042	2590510	2.4619140625	NA	Chile: Region del Biobio, Reserva Nacional Nongun	NA	Arthropoda	Pseudoscorpiones	Chernetidae		Chernetidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4945986900
SRS3465727	SRR7439185	SRS3465727	1532961	2.9130859375	NA	Mexico: Zacatecas	NA	Arthropoda	Scorpiones	Vaejovidae	Chihuahuanus	Chihuahuanus coahuilae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5680196772
SRS5035020	SRR9611065	SRS5035020	344032	2.96875	forest leaf litter	Chile: Entrance Parque Nacional Alerce Andino, Sector Chaicas, Regin de los Lagos	41.59351 S 72.59359 W	Arthropoda	Opiliones	Pettalidae	Chileogovea	Chileogovea oedipus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6556638900
SRS7406295	SRR12687655	SRS7406295	2773976	3.9384765625	whole body	Trinidad and Tobago	NA	Arthropoda	Araneae	Tetragnathidae	Chrysometa	Chrysometa eugeni	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7852597105
SRS4999043	SRR9331999	SRS4999043	2590511	5.0517578125	NA	USA: Oregon, Deschutes Co., La Pine, Rosland Campground	NA	Arthropoda	Pseudoscorpiones	Chthoniidae		Chthoniidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10014530100
SRS745744	SRR1654705	SRS745744	296703	3.6650390625	NA	NA	NA	Arthropoda	Araneae	Dictynidae	Cicurina	Cicurina travisae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5864527600
SRS660117	SRR1514883	SRS660117	296705	3.689453125	NA	USA: Temples of Thor Cave, Williamson Co, TX	NA	Arthropoda	Araneae	Dictynidae	Cicurina	Cicurina vibora	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5814216600
SRS3165369	SRR6997741	SRS3165369	2080903	2.7353515625	whole body	USA	NA	Arthropoda	Araneae	Clubionidae	Clubiona	Clubiona sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5671281300
SRS2795228	SRR6425923	SRS2795228	1107591	3.0849609375	NA	China: Hebei	NA	Arthropoda	Araneae	Clubionidae	Clubiona	Clubiona trivialis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6567961500
SRS2795215	SRR6425929	SRS2795215	2066925	3.7314453125	NA	Singapore: Central Catchment Nature Reserve	NA	Arthropoda	Araneae	Stenochilidae	Colopea	Colopea sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7826947500
SRS7667629	SRR13003861	SRS7667629	534649	4.267578125	Lab reared colony	USA: Wisconsin	NA	Arthropoda	Pseudoscorpiones	Chernetidae	Conicochernes	Conicochernes crassus	Terrestrial	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7622074686
SRS7406296	SRR12687654	SRS7406296	2773977	12.0751953125	whole body	Australia	NA	Arthropoda	Araneae	Stiphidiidae	Corasoides	Corasoides sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	23816269800
SRS3298248	SRR7956966	SRS3298248	51811	1.4677734375	NA	NA	NA	Arthropoda	Pseudoscorpiones	Chernetidae	Cordylochernes	Cordylochernes scorpioides	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3456454433
SRS7406297	SRR12687653	SRS7406297	2773979	2.66796875	whole body	Costa Rica	NA	Arthropoda	Araneae	Oonopidae	Costarina	Costarina sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5168760000
SRS5629103	SRR10414001	SRS5629103	2665711	3.2470703125	NA	USA: Florida, Ocala	NA	Arthropoda	Araneae	Ctenidae	Ctenus	Ctenus captiosus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11443384032
SRS2745054	SRR6360557	SRS2745054	2058403	3.6708984375	NA	Singapore	NA	Arthropoda	Araneae	Ctenidae	Ctenus	Ctenus corniger	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10233978900
SRS5623104	SRR10414008	SRS5623104	2665710	1.1533203125	NA	USA: Arkansas, Langley	NA	Arthropoda	Araneae	Ctenidae	Ctenus	Ctenus exlineae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3461289000
SRS5623112	SRR10413995	SRS5623112	2665712	3.861328125	NA	USA: Alabama, Birmingham	NA	Arthropoda	Araneae	Ctenidae	Ctenus	Ctenus hibernalis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11464261600
SRS3190964	SRR7028538	SRS3190964	2080863	2.8681640625	whole body	USA	NA	Arthropoda	Araneae	Ctenidae	Cupiennius	Cupiennius coccineus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5934309900
SRS3165366	SRR6997744	SRS3165366	2033206	2.2919921875	whole body	Uruguay	NA	Arthropoda	Araneae	Zodariidae	Cybaeodamus	Cybaeodamus taim	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5050917000
SRS660118	SRR1514884	SRS660118	389810	2.1015625	NA	USA: Grove Hill, Auburn, Lee Co, AL	32.5841 N 85.4604 W	Arthropoda	Araneae	Ctenizidae	Cyclocosmia	Cyclocosmia truncata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3366490100
SRS3165367	SRR6997743	SRS3165367	2080904	2.04296875	whole body	New Zealand	NA	Arthropoda	Araneae	Cycloctenidae	Cycloctenus	Cycloctenus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4972648200
DRS100202	DRR129312	DRS100202	1112407	3.869140625	NA	NA	NA	Arthropoda	Araneae	Araneidae	Cyclosa	Cyclosa octotuberculata	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8280784373
